rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
427,168584/love-letter-batman,Love Letter: Batman,2,4,20,20,20,7.34799,6.90416,3842,https://cf.geekdo-images.com/images/pic2290765.jpg,10,"Hand Management, Player Elimination",7397,"Card Game, Deduction",1.2193
428,82420/summoner-wars-guild-dwarves-vs-cave-goblins,Summoner Wars: Guild Dwarves vs Cave Goblins,2,4,30,30,30,7.63093,6.9036,2122,https://cf.geekdo-images.com/images/pic1218282.jpg,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",4903,"Card Game, Fantasy, Fighting",2.2424
429,41002/vasco-da-gama,Vasco da Gama,2,4,120,60,120,7.29816,6.90337,3861,https://cf.geekdo-images.com/images/pic495883.jpg,12,"Action / Movement Programming, Press Your Luck, Tile Placement, Worker Placement",4353,"Nautical, Renaissance",3.2416
430,180511/shakespeare,Shakespeare,1,4,90,20,90,7.49035,6.90323,2600,https://cf.geekdo-images.com/images/pic2583214.jpg,13,"Action Point Allowance System, Auction/Bidding, Card Drafting",3747,Renaissance,2.9918
431,181530/runebound-third-edition,Runebound (Third Edition),2,4,180,120,180,7.62857,6.902,2482,https://cf.geekdo-images.com/images/pic2625790.jpg,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",4499,"Adventure, Exploration, Fantasy",2.7654
432,22345/yspahan,Yspahan,2,4,60,45,60,7.11882,6.90144,7180,https://cf.geekdo-images.com/images/pic244381.jpg,8,"Area Control / Area Influence, Dice Rolling",6941,"Dice, Economic",2.3665
433,156689/legendary-villains-marvel-deck-building-game,Legendary: Villains ? A Marvel Deck Building Game,1,5,45,45,45,7.71897,6.90085,2034,https://cf.geekdo-images.com/images/pic2081108.jpg,14,"Co-operative Play, Deck / Pool Building",4623,"Card Game, Comic Book / Strip",2.7681
434,123540/tokaido,Tokaido,2,5,45,45,45,7.06837,6.89968,12804,https://cf.geekdo-images.com/images/pic3747956.png,8,"Point to Point Movement, Set Collection, Time Track, Variable Player Powers",19210,Travel,1.769
435,65901/age-industry,Age of Industry,2,5,120,120,120,7.44596,6.89901,2672,https://cf.geekdo-images.com/images/pic715611.jpg,13,"Card Drafting, Hand Management, Route/Network Building",3104,"Economic, Industry / Manufacturing, Transportation",3.3755
436,204305/sherlock-holmes-consulting-detective-jack-ripper-w,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,1,8,120,60,120,8.11289,6.8987,1303,https://cf.geekdo-images.com/images/pic3238299.jpg,10,"Co-operative Play, Storytelling",5019,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Puzzle, Spies/Secret Agents",2.2
437,47185/warhammer-invasion,Warhammer: Invasion,2,2,45,45,45,7.25772,6.89823,5184,https://cf.geekdo-images.com/images/pic567135.jpg,13,"Hand Management, Variable Player Powers",6888,"Card Game, Collectible Components, Fantasy, Fighting, Mythology",2.7266
438,503/through-desert,Through the Desert,2,5,45,45,45,7.04325,6.89786,10882,https://cf.geekdo-images.com/images/pic3764263.jpg,10,"Area Enclosure, Route/Network Building",11100,"Abstract Strategy, Animals, Arabian",2.2148
439,117915/yedo,Yedo,2,5,180,120,180,7.46826,6.89758,2784,https://cf.geekdo-images.com/images/pic1633240.jpg,14,"Action / Movement Programming, Auction/Bidding, Hand Management, Set Collection, Worker Placement",3933,Medieval,3.3824
440,84419/space-empires-4x,Space Empires: 4X,1,4,180,180,180,7.60913,6.89671,2175,https://cf.geekdo-images.com/images/pic953180.jpg,12,"Auction/Bidding, Dice Rolling, Hex-and-Counter, Paper-and-Pencil, Secret Unit Deployment, Simulation",4380,"Bluffing, Science Fiction, Space Exploration, Wargame",3.3125
441,46/medici,Medici,2,6,60,60,60,7.14876,6.8959,6057,https://cf.geekdo-images.com/images/pic2672797.jpg,10,"Auction/Bidding, Press Your Luck, Set Collection",6256,Renaissance,2.2775
442,158889/summoner-wars-alliances-master-set,Summoner Wars: Alliances Master Set,2,4,45,45,45,8.26921,6.89425,1128,https://cf.geekdo-images.com/images/pic2045253.jpg,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",2519,"Card Game, Fantasy, Fighting",2.7059
443,43528/world-without-end,World Without End,2,4,120,90,120,7.29218,6.89321,3890,https://cf.geekdo-images.com/images/pic583088.jpg,12,Hand Management,5693,"Economic, Medieval, Novel-based, Religious",2.8168
444,41066/virgin-queen,Virgin Queen,2,6,420,420,420,8.08624,6.89287,1288,https://cf.geekdo-images.com/images/pic1276971.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Partnerships, Point to Point Movement, Variable Phase Order, Variable Player Powers",2742,"Negotiation, Pike and Shot, Political, Religious, Renaissance, Wargame",4.375
445,219513/barenpark,Bí_renpark,2,4,45,30,45,7.43856,6.89225,2845,https://cf.geekdo-images.com/images/pic3486218.jpg,8,"Set Collection, Tile Placement",4035,"Animals, Puzzle",1.7966
446,13004/downfall-pompeii,The Downfall of Pompeii,2,4,45,45,45,7.13019,6.89131,6320,https://cf.geekdo-images.com/images/pic1685805.jpg,10,"Grid Movement, Hand Management, Tile Placement",6680,Ancient,1.8464
447,35570/tinners-trail,Tinners' Trail,3,4,90,60,90,7.30909,6.89016,3528,https://cf.geekdo-images.com/images/pic464133.jpg,13,"Action Point Allowance System, Auction/Bidding, Dice Rolling, Time Track",3652,"Economic, Industry / Manufacturing",2.8262
448,218603/photosynthesis,Photosynthesis,2,4,60,30,60,7.4504,6.88901,2927,https://cf.geekdo-images.com/images/pic3364832.jpg,10,Action Point Allowance System,6020,"Abstract Strategy, Economic, Environmental",2.3824
449,107529/kingdom-builder,Kingdom Builder,2,4,45,45,45,7.01306,6.88881,14679,https://cf.geekdo-images.com/images/pic1152359.jpg,8,"Area Control / Area Influence, Area Enclosure, Modular Board, Route/Network Building",18391,"Medieval, Territory Building",2.0713
450,156336/onirim-second-edition,Onirim (second edition),1,2,15,15,15,7.26019,6.88681,4348,https://cf.geekdo-images.com/images/pic2257657.png,14,"Card Drafting, Co-operative Play, Hand Management, Set Collection",7372,"Card Game, Exploration, Fantasy",1.6077
451,73761/k2,K2,1,5,60,30,60,7.12174,6.88616,6952,https://cf.geekdo-images.com/images/pic1051300.jpg,8,"Hand Management, Player Elimination, Point to Point Movement, Simultaneous Action Selection",7267,"Exploration, Sports",2.2727
452,132028/conflict-heroes-awakening-bear-second-edition,Conflict of Heroes: Awakening the Bear! (second edition),1,4,120,120,120,8.08989,6.88614,1322,https://cf.geekdo-images.com/images/pic1236709.jpg,13,"Action Point Allowance System, Dice Rolling, Hex-and-Counter, Modular Board, Simulation",3001,"Wargame, World War II",3.3043
453,146278/tash-kalar-arena-legends,Tash-Kalar: Arena of Legends,2,4,60,30,60,7.23745,6.88285,4440,https://cf.geekdo-images.com/images/pic1875045.jpg,13,"Area Control / Area Influence, Grid Movement, Hand Management, Partnerships, Pattern Building, Tile Placement, Variable Player Powers",6015,"Abstract Strategy, Card Game, Fantasy, Fighting",2.8333
454,139898/brew-crafters,Brew Crafters,2,5,90,90,90,7.6318,6.88179,1991,https://cf.geekdo-images.com/images/pic1601585.jpg,12,Worker Placement,3453,"Economic, Industry / Manufacturing",3.5702
455,91872/dungeons-dragons-legend-drizzt-board-game,Dungeons & Dragons: The Legend of Drizzt Board Game,1,5,60,60,60,7.31255,6.88148,4496,https://cf.geekdo-images.com/images/pic994268.jpg,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing",9158,"Adventure, Exploration, Fantasy, Fighting, Miniatures, Novel-based",2.624
456,12891/friedrich,Friedrich,3,4,210,210,210,7.56274,6.88146,2257,https://cf.geekdo-images.com/images/pic1064931.jpg,12,"Hand Management, Point to Point Movement, Secret Unit Deployment",2912,"Age of Reason, Wargame",3.1628
457,144797/argent-consortium,Argent: The Consortium,2,5,150,60,150,7.76279,6.87862,1691,https://cf.geekdo-images.com/images/pic2336020.jpg,10,"Area Control / Area Influence, Deck / Pool Building, Time Track, Variable Player Powers, Worker Placement",2512,"Fantasy, Political",3.8125
458,151004/smash-science-fiction-double-feature,Smash Up: Science Fiction Double Feature,2,2,45,30,45,7.41552,6.87846,3038,https://cf.geekdo-images.com/images/pic1857661.jpg,12,"Area Control / Area Influence, Hand Management, Take That, Variable Player Powers",9632,"Card Game, Fantasy, Horror, Humor, Mythology, Pirates, Prehistoric, Science Fiction, Spies/Secret Agents, Zombies",2.2958
459,158275/marvel-dice-masters-uncanny-x-men,Marvel Dice Masters: Uncanny X-Men,2,2,60,60,60,7.35381,6.87694,3262,https://cf.geekdo-images.com/images/pic2338307.jpg,14,"Deck / Pool Building, Dice Rolling",7465,"Collectible Components, Comic Book / Strip, Dice, Fighting",2.3889
460,143741/bang-dice-game,BANG! The Dice Game,3,8,15,15,15,7.0232,6.87692,12675,https://cf.geekdo-images.com/images/pic2909713.jpg,8,"Dice Rolling, Partnerships, Player Elimination, Press Your Luck, Variable Player Powers",19884,"American West, Bluffing, Deduction, Dice, Fighting, Party Game",1.2875
461,30957/tribune-primus-inter-pares,Tribune: Primus Inter Pares,2,5,60,60,60,7.24712,6.87681,4047,https://cf.geekdo-images.com/images/pic413081.jpg,12,"Auction/Bidding, Card Drafting, Hand Management, Set Collection, Worker Placement",4350,"Ancient, Political",2.8815
462,94/union-pacific,Union Pacific,2,6,90,90,90,7.23981,6.87486,3993,https://cf.geekdo-images.com/images/pic226392.jpg,12,"Card Drafting, Route/Network Building, Stock Holding",4039,"Economic, Trains",2.55
463,131287/panamax,Panamax,2,4,100,100,100,7.38559,6.87404,2802,https://cf.geekdo-images.com/images/pic1786212.png,12,"Area Control / Area Influence, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Stock Holding, Worker Placement",4193,"Economic, Nautical, Transportation",3.7685
464,1035/squad-leader,Squad Leader,2,2,60,60,60,7.48709,6.87271,2772,https://cf.geekdo-images.com/images/pic232451.jpg,14,"Dice Rolling, Hex-and-Counter, Modular Board, Simulation",5146,"Wargame, World War II",4.0405
465,100423/elder-sign,Elder Sign,1,8,90,90,90,7.01261,6.87047,16984,https://cf.geekdo-images.com/images/pic1236119.jpg,13,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",26841,"Adventure, Card Game, Dice, Fantasy, Fighting, Horror, Novel-based",2.3534
466,92415/skull,Skull,3,6,45,45,45,7.1069,6.86948,6807,https://cf.geekdo-images.com/images/pic1779342.jpg,14,"Auction/Bidding, Hand Management, Player Elimination",9257,"Bluffing, Card Game",1.1648
467,29603/d-day-omaha-beach,D-Day at Omaha Beach,1,2,480,480,480,8.28164,6.8664,1081,https://cf.geekdo-images.com/images/pic2212619.jpg,12,"Hex-and-Counter, Secret Unit Deployment, Simulation",2738,"Wargame, World War II",3.3831
468,156943/saint-petersburg-second-edition,Saint Petersburg (second edition),2,5,60,60,60,7.61146,6.8651,1928,https://cf.geekdo-images.com/images/pic2298046.png,13,"Card Drafting, Set Collection",2962,"Age of Reason, Card Game, City Building, Economic",2.7079
469,528/zertz,ZíšRTZ,2,2,60,30,60,7.31169,6.86493,3418,https://cf.geekdo-images.com/images/pic3140639.jpg,9,"Grid Movement, Set Collection",4620,Abstract Strategy,2.7201
470,163602/xcom-board-game,XCOM: The Board Game,1,4,120,60,120,7.15504,6.86411,5812,https://cf.geekdo-images.com/images/pic2247621.jpg,14,"Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",9064,"Dice, Electronic, Miniatures, Real-time, Science Fiction, Video Game Theme",2.9106
471,27976/heroscape-master-set-swarm-marro,Heroscape Master Set: Swarm of the Marro,2,4,60,60,60,7.62304,6.86301,2071,https://cf.geekdo-images.com/images/pic268096.jpg,8,"Dice Rolling, Modular Board",4307,"Adventure, Fantasy, Fighting, Miniatures, Science Fiction",2.2478
472,137269/spyrium,Spyrium,2,5,75,75,75,7.14962,6.85923,4928,https://cf.geekdo-images.com/images/pic1808509.jpg,12,Worker Placement,6438,"City Building, Economic, Industry / Manufacturing, Science Fiction",2.898
473,143515/coal-baron,Coal Baron,2,4,75,60,75,7.31454,6.85805,3308,https://cf.geekdo-images.com/images/pic1743451.jpg,10,"Action Point Allowance System, Pick-up and Deliver, Set Collection, Tile Placement, Worker Placement",4047,"Industry / Manufacturing, Transportation",2.5628
474,12962/reef-encounter,Reef Encounter,2,4,120,60,120,7.15939,6.85785,4668,https://cf.geekdo-images.com/images/pic85905.jpg,10,"Area Control / Area Influence, Card Drafting, Commodity Speculation, Hand Management, Tile Placement",5251,"Animals, Environmental, Territory Building",3.6742
475,173442/empires-age-discovery,Empires: Age of Discovery,2,6,150,50,150,8.00323,6.85648,1255,https://cf.geekdo-images.com/images/pic2420342.jpg,10,"Area Control / Area Influence, Set Collection, Variable Player Powers, Worker Placement",2288,"Civilization, Exploration, Renaissance",3.3559
476,26566/homesteaders,Homesteaders,2,4,90,90,90,7.29467,6.85404,3120,https://cf.geekdo-images.com/images/pic1113708.jpg,12,Auction/Bidding,3361,"American West, City Building, Economic",3.0599
477,5782/coloretto,Coloretto,2,5,30,30,30,6.96606,6.85338,14613,https://cf.geekdo-images.com/images/pic149765.jpg,8,"Card Drafting, Press Your Luck, Set Collection",18302,"Animals, Card Game",1.2899
478,111799/cuba-libre,Cuba Libre,1,4,180,180,180,7.77699,6.8533,1567,https://cf.geekdo-images.com/images/pic1723711.jpg,0,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Variable Player Powers",3354,"Economic, Modern Warfare, Political, Wargame",3.4667
479,168435/between-two-cities,Between Two Cities,1,7,20,20,20,7.10018,6.85091,6169,https://cf.geekdo-images.com/images/pic2326114.jpg,8,"Card Drafting, Partnerships, Set Collection, Tile Placement",8033,"City Building, Negotiation",1.8086
480,2181/bridge,Bridge,4,4,60,60,60,7.47124,6.8509,2666,https://cf.geekdo-images.com/images/pic1273353.jpg,12,"Auction/Bidding, Hand Management, Memory, Partnerships, Trick-taking",1660,Card Game,3.8509
481,12002/jambo,Jambo,2,2,45,45,45,7.04701,6.85053,7462,https://cf.geekdo-images.com/images/pic2679053.jpg,12,"Action Point Allowance System, Hand Management, Set Collection",9177,"Card Game, Economic",2.0729
482,195539/godfather-corleones-empire,The Godfather: Corleone's Empire,2,5,90,60,90,7.70922,6.84919,1841,https://cf.geekdo-images.com/images/pic3364797.jpg,14,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Hand Management, Variable Player Powers, Worker Placement",2776,"Economic, Mafia, Movies / TV / Radio theme",2.5641
483,155362/cah-n-guns-second-edition,Ca$h 'n Guns (Second Edition),4,8,30,30,30,7.03111,6.84665,8517,https://cf.geekdo-images.com/images/pic2907864.jpg,10,"Player Elimination, Simultaneous Action Selection, Take That, Variable Player Powers",12951,"Bluffing, Fighting, Humor, Mafia, Negotiation, Party Game",1.2746
484,148319/tragedy-looper,Tragedy Looper,2,4,120,120,120,7.34852,6.84511,2995,https://cf.geekdo-images.com/images/pic2046290.png,13,"Grid Movement, Memory, Partnerships",5932,"Bluffing, Deduction, Murder/Mystery",3.4533
485,1345/genoa,Genoa,2,5,120,60,120,7.12486,6.84266,5551,https://cf.geekdo-images.com/images/pic450409.jpg,12,"Auction/Bidding, Dice Rolling, Grid Movement, Pick-up and Deliver, Set Collection, Trading",6679,"Negotiation, Renaissance",3.0845
486,117959/las-vegas,Las Vegas,2,5,30,30,30,7.09124,6.84079,5925,https://cf.geekdo-images.com/images/pic1450127.jpg,8,"Area Control / Area Influence, Dice Rolling",7478,Dice,1.2067
487,21882/blue-moon-city,Blue Moon City,2,4,60,60,60,7.05474,6.84012,6867,https://cf.geekdo-images.com/images/pic114772.jpg,10,"Area Control / Area Influence, Grid Movement, Hand Management, Modular Board, Set Collection",6422,"City Building, Fantasy",2.3006
488,7717/carcassonne-castle,Carcassonne: The Castle,2,2,30,30,30,7.08742,6.83973,6624,https://cf.geekdo-images.com/images/pic2606367.jpg,8,"Area Control / Area Influence, Area Enclosure, Tile Placement",9590,"City Building, Medieval",1.9842
489,9440/maharaja-game-palace-building-india,Maharaja: The Game of Palace Building in India,2,5,90,90,90,7.16135,6.83887,4553,https://cf.geekdo-images.com/images/pic44952.jpg,12,"Area Control / Area Influence, Point to Point Movement, Route/Network Building, Simultaneous Action Selection, Variable Player Powers",5079,City Building,3.1975
490,69779/polis-fight-hegemony,Polis: Fight for the Hegemony,2,2,120,90,120,7.74921,6.83767,1627,https://cf.geekdo-images.com/images/pic1032795.jpg,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Simulation, Variable Phase Order",2870,"Ancient, Civilization, Economic, Fighting, Territory Building",3.614
491,69789/ascension-deckbuilding-game,Ascension: Deckbuilding Game,1,4,30,30,30,7.03895,6.83504,9519,https://cf.geekdo-images.com/images/pic2382123.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",10242,"Card Game, Fantasy",2.1549
492,12902/carcassonne-city,Carcassonne: The City,2,4,45,30,45,7.20882,6.83206,3887,https://cf.geekdo-images.com/images/pic839808.jpg,8,"Area Control / Area Influence, Tile Placement",5639,"City Building, Medieval",2.2668
493,491/web-power,Web of Power,3,5,60,50,60,7.30464,6.83204,3094,https://cf.geekdo-images.com/images/pic209855.jpg,12,"Area Control / Area Influence, Card Drafting, Hand Management, Route/Network Building",2891,"Medieval, Territory Building",2.4543
494,483/diplomacy,Diplomacy,2,7,360,360,360,7.05692,6.83054,10377,https://cf.geekdo-images.com/images/pic288149.jpg,12,"Area Control / Area Influence, Area Movement, Player Elimination, Simultaneous Action Selection",16847,"Bluffing, Negotiation, Political, Post-Napoleonic, Wargame",3.3623
495,156546/monikers,Monikers,4,20,60,60,60,7.77531,6.82906,1525,https://cf.geekdo-images.com/images/pic2357036.png,18,"Acting, Card Drafting, Role Playing",3243,"Card Game, Humor, Mature / Adult, Party Game, Print & Play",1.0909
