,names,score,boolean
2060,unlock! the island of doctor goorse,0.147084,False
2061,cheeky monkey,0.404374,True
2062,toledo,0.294918,True
2063,catan geographies: germany,0.339528,True
2064,song of blades and heroes,0.45376,True
2065,travel carcassonne,0.149632,False
2066,havoc: the hundred years war,0.258322,False
2067,kitchen rush,0.261802,False
2068,goldbrau,0.251292,False
2069,star fleet battles: captain's edition basic set,0.250574,False
2070,british rails,0.405022,True
2071,city tycoon,0.245134,False
2072,istanbul: the dice game,0.362416,True
2073,loopin' chewie,0.247316,False
2074,court of the medici,0.337092,True
2075,call of cthulhu: collectible card game,0.250382,False
2076,ticket to ride: first journey (u.s.),0.401442,True
2077,the korean war,0.141798,False
2078,ugg-tect,0.253296,False
2079,homeland: the game,0.162182,False
2080,spooky stairs,0.244388,False
2081,1817,0.37811,True
2082,wise and otherwise,0.334128,True
2083,dust tactics: revised core set,0.242586,False
2084,tycoon,0.13152,False
2085,parfum,0.242796,False
2086,dark tower,0.376366,True
2087,new dawn,0.246038,False
2088,the bucket king,0.321886,True
2089,1754: conquest ? the french and indian war,0.368678,True
2090,empires of the void,0.371842,True
2091,valletta,0.18975,False
2092,nuclear escalation,-0.008982,False
2093,vs. system,0.305406,True
2094,rise of the luftwaffe,0.146118,False
2095,antics!,0.277818,False
2096,indian summer,0.226302,False
2097,sewer pirats,0.235146,False
2098,the enchanted tower,0.381392,True
2099,nobody is perfect,0.239772,False
2100,here come the rebels,0.32198,True
2101,il principe,0.135674,False
2102,doodle quest,0.292014,True
2103,yardmaster,0.242446,False
2104,alcatraz: the scapegoat,0.177066,False
2105,beowulf: the movie board game,0.183006,False
2106,aqua romana,0.191068,False
2107,ponte del diavolo,0.234882,False
2108,pocket battles: celts vs. romans,0.241604,False
2109,scattergories,0.25988,False
2110,buccaneer,0.183816,False
2111,element,0.348278,True
2112,india rails,0.186206,False
2113,volldampf,0.23502,False
2114,moongha invaders: mad scientists and atomic monsters attack the earth!,0.142054,False
2115,pay dirt,0.321072,True
2116,dragon castle,0.20357,False
2117,pixie queen,0.25604,False
2118,tantrix,0.131848,False
2119,battleball,0.283064,True
2120,lagoon: land of druids,0.1373,False
2121,dungeons and dragons dice masters: faerun under siege,0.212526,False
2122,tahuantinsuyu,0.50446,True
2123,riverboat,0.43667,True
2124,battle hymn,0.145612,False
2125,lignum,0.370848,True
2126,the siege of jerusalem (third edition),0.207268,False
2127,die legenden von andor: chada and thorn,0.181972,False
2128,star wars: empire vs. rebellion,0.150212,False
2129,munchkin zombies,0.200018,False
2130,otys,0.374076,True
2131,whoowasit?,0.27843,False
2132,custom heroes,0.492328,True
2133,the agents,0.21986,False
2134,exit: the game ? the polar station,0.27952,False
2135,pixel tactics deluxe,0.290656,True
2136,tongiaki: journey into the unknown,0.239956,False
2137,medici: the card game,0.497252,True
2138,nautilus,0.11045,False
2139,mai-star,0.288128,True
2140,axis and allies: wwi 1914,0.373486,True
2141,"win, place and show",0.400882,True
2142,exit: the game ? the forgotten island,0.294276,True
2143,ace of aces: powerhouse series,0.342796,True
2144,rent a hero,0.150772,False
2145,7 ronin,0.26047,False
2146,jerusalem,0.116652,False
2147,factory funner,0.309362,True
2148,zany penguins,0.343886,True
2149,cities,0.383094,True
2150,dak2,0.358366,True
2151,18eu,0.323174,True
2152,andromeda,0.288606,True
2153,barbarossa,0.207436,False
2154,ghosts!,0.004938,False
2155,one night ultimate alien,0.328574,True
2156,nightfall: the coldest war,0.197544,False
2157,cat lady,0.530206,True
2158,bios: genesis,0.218878,False
2159,"colonial twilight: the french-algerian war, 1954-62",0.281326,False
2160,emerald,0.299544,True
2161,timeline,0.316444,True
2162,12 days,0.354732,True
2163,dokmus,0.286002,True
2164,unpublished prototype,0.088734,False
2165,kobayakawa,0.285488,True
2166,dungeons and dragons basic game,0.179186,False
2167,magna grecia,0.13365,False
2168,a handful of stars,0.299432,True
2169,marvel dice masters: civil war,0.178736,False
2170,pacific typhoon,0.389352,True
2171,key largo,0.326038,True
2172,geistesblitz 5 vor 12,0.023612,False
2173,battle for germany,0.283536,True
2174,rattlebones,0.25632,False
2175,uruk: wiege der zivilisation,0.233948,False
2176,lunarchitects,0.44813,True
2177,ur,0.269078,False
2178,haru ichiban,0.302208,True
2179,junta: viva el presidente!,0.241136,False
2180,the red dragon inn 5,0.33249,True
2181,valley of the kings: last rites,0.310192,True
2182,the great dinosaur rush,0.282658,True
2183,full thrust,0.237344,False
2184,overseers,0.273498,False
2185,ristorante italia,0.25351,False
2186,great wall of china,0.22629,False
2187,wacky wacky west,0.136164,False
2188,portal of heroes,0.276488,False
2189,stop thief!,0.270174,False
2190,eko,0.210958,False
2191,the burning blue,0.279616,False
2192,a game of thrones collectible card game,0.157382,False
2193,salem 1692,0.267936,False
2194,timeline: americana,0.235496,False
2195,a victory denied,0.39409,True
2196,triumph of chaos,0.191692,False
2197,bolt action,0.316954,True
2198,advanced squad leader: starter kit expansion pack #1,0.253336,False
2199,hoplomachus: the lost cities,0.359696,True
2200,bohnanza: the duel,0.30605,True
2201,carcassonne: over hill and dale,0.352112,True
2202,the dragon and flagon,0.377802,True
2203,rolling america,0.30008,True
2204,bamboleo,0.290716,True
2205,the dwarves,0.260804,False
2206,lectio,0.400248,True
2207,formula de mini,0.214348,False
2208,atlantis rising,0.214664,False
2209,case blue,0.303424,True
2210,excape,0.419778,True
2211,fantasy realms,0.382592,True
2212,axis and allies: battle of the bulge,0.197682,False
2213,runewars miniatures game,0.280662,False
2214,timeline: american history,0.288626,True
2215,ultimate werewolf: inquisition,0.330806,True
2216,warfighter: the wwii tactical combat card game,0.346398,True
2217,captains of industry,0.285354,True
2218,bastogne: screaming eagles under siege,0.274694,False
2219,fight for olympus,0.207854,False
2220,anomia: party edition,0.311888,True
2221,eketorp,0.180878,False
2222,france '40,0.294642,True
2223,noah,0.266806,False
2224,virus!,0.142508,False
2225,hegemonic,0.282388,True
2226,deckscape: test time,0.299966,True
2227,under the lily banners,0.269636,False
2228,star trek deck building game: the next generation,0.261092,False
2229,the battle for normandy,0.349874,True
2230,province,0.164208,False
2231,stonewall jackson's way,0.35702,True
2232,mutant meeples,0.125674,False
2233,guildhall fantasy: fellowship,0.23323,False
2234,tail feathers,0.238294,False
2235,evolution: the origin of species,0.148564,False
2236,hellas,0.366148,True
2237,reds! the russian civil war 1918-1921,0.14252,False
2238,korea: the forgotten war,0.163648,False
2239,axis empires: totaler krieg!,0.280216,False
2240,trieste,0.381836,True
2241,keltis: der weg der steine mitbringspiel,0.252078,False
2242,the ares project,0.223732,False
2243,pocket battles: elves vs. orcs,0.196508,False
2244,d-day at tarawa,0.280054,False
2245,gonzaga,0.3308,True
2246,nuclear war,0.188386,False
2247,"goblins, inc.",0.07419,False
2248,speculation,0.341536,True
2249,papa paolo,0.262372,False
2250,cards against humanity,0.160206,False
2251,kaleidos,0.189506,False
2252,stalingrad pocket ii,0.200988,False
2253,early american chrononauts,0.265738,False
2254,axis and allies:  guadalcanal,0.269056,False
2255,sharp shooters,0.3162,True
2256,merchants,0.192436,False
2257,pericles: the peloponnesian wars,0.454024,True
2258,1880: china,0.416616,True
2259,tempel des schreckens,0.291236,True
2260,guderian's blitzkrieg ii,0.179074,False
2261,starship troopers,0.129138,False
2262,agility,0.416708,True
2263,bison: thunder on the prairie,0.12862,False
2264,graenaland,0.262552,False
2265,cosmic encounter,0.175406,False
2266,round house,0.189956,False
2267,roads to gettysburg,0.236738,False
2268,"crusade and revolution: the spanish civil war, 1936-1939",0.175496,False
2269,dc comics dice masters: world's finest,0.300554,True
2270,tomb,0.20395,False
2271,mil (1049),0.049756,False
2272,pandemic: rising tide,0.364598,True
2273,byzanz,0.309242,True
2274,bomb squad,0.204274,False
2275,the king's abbey,0.227748,False
2276,rush and bash,0.295112,True
2277,dungeons and dragons miniatures,0.186836,False
2278,the mighty endeavor,0.32269,True
2279,aeroplanes: aviation ascendant,0.26468,False
2280,stratego,0.206278,False
2281,light speed,0.312966,True
2282,cubist,0.214688,False
2283,asteroyds,0.230206,False
2284,mythos,0.260832,False
2285,lock 'n load: forgotten heroes ? vietnam,0.26977,False
2286,ligretto,0.08508,False
2287,risk: godstorm,0.123386,False
2288,tyros,0.141548,False
2289,article 27: the un security council game,0.316294,True
2290,black vienna,0.298308,True
2291,the flow of history,0.219614,False
2292,munchkin apocalypse,0.250226,False
2293,dice stars,0.360722,True
2294,"...and then, we held hands.",0.287786,True
2295,coldwater crown,0.335426,True
2296,conflict of heroes: guadalcanal ? the pacific 1942,0.253456,False
2297,cartagena 2. the pirate's nest,0.293674,True
2298,magical athlete,0.426822,True
2299,healthy heart hospital,0.344476,True
2300,fortuna,0.149836,False
2301,battle above the clouds,0.424038,True
2302,wildlife adventure,0.30825,True
2303,nottingham,0.26467,False
2304,hart an der grenze,0.22499,False
2305,urland,0.232414,False
2306,okko: era of the asagiri,0.321664,True
2307,mogul,0.309214,True
2308,war of the ring,0.232472,False
2309,at-43 initiation set: operation damocles,0.264636,False
2310,fealty,0.265102,False
2311,attribute,0.30949,True
2312,totaler krieg!,0.197536,False
2313,advanced third reich,0.138066,False
2314,munchkin adventure time,0.311616,True
2315,game of thrones: the iron throne,0.265678,False
2316,chimera,0.363922,True
2317,batavia,0.139574,False
2318,weykick,0.352538,True
2319,kaigan,0.314102,True
2320,cadwallon: city of thieves,0.197906,False
2321,star trek: five-year mission,0.235416,False
2322,trick of the rails,0.548268,True
2323,"thirty years war: europe in agony, 1618-1648",0.10623,False
2324,black stories,0.170846,False
2325,cry havoc,0.183716,False
2326,axis and allies miniatures,0.210288,False
2327,successors (second edition),0.277942,False
2328,penny press,0.352914,True
2329,ark,0.221612,False
2330,lost legacy: second chronicle ? vorpal sword and whitegold spire,0.404374,True
2331,dog,0.193104,False
2332,twilight imperium (second edition),0.270432,False
2333,blackbeard,0.298404,True
2334,igel argern,0.361688,True
2335,the expanse board game,0.422354,True
2336,secrets,0.207364,False
2337,luchador! mexican wrestling dice,0.392626,True
2338,family business,0.209264,False
2339,1862: railway mania in the eastern counties,0.373998,True
2340,tanto cuore: romantic vacation,0.257874,False
2341,illuminati: new world order,0.277492,False
2342,potato man,0.544028,True
2343,khet 2.0,0.011724,False
2344,noria,0.334392,True
2345,tournament at camelot,0.38944,True
2346,soviet dawn,0.221788,False
2347,clubs,0.359896,True
2348,thunder road,0.344976,True
2349,the game of 49,0.308214,True
2350,hnefatafl,0.192788,False
2351,temporum,0.433306,True
2352,heart of crown,0.333096,True
2353,lost valley: the yukon goldrush 1896,0.290038,True
2354,struggle for catan,0.190866,False
2355,flowerpower,0.354384,True
2356,fireball island,0.392152,True
2357,amazonas,0.209336,False
2358,gloria picktoria,0.196326,False
2359,infinite city,0.291616,True
2360,sheepland,0.234452,False
2361,saga,0.305706,True
2362,nippon rails,0.130838,False
2363,camp grizzly,0.347544,True
2364,octodice,0.344448,True
2365,valley of the mammoths,0.13331,False
2366,brawl,0.228174,False
2367,grant takes command,0.397404,True
2368,among the stars: revival,0.160476,False
2369,othello,0.153448,False
2370,penny arcade: the game ? gamers vs. evil,0.296338,True
2371,bitter woods (fourth edition),0.368416,True
2372,assault on hoth: the empire strikes back,0.238938,False
2373,pix,0.330906,True
2374,compatibility,0.468112,True
2375,camel up cards,0.194582,False
2376,tavarua,0.440404,True
2377,fist of dragonstones,0.147032,False
2378,rising sun,0.385758,True
2379,ascension x: war of shadows,0.499784,True
2380,lunar rails,0.31331,True
2381,spaceteam,0.29862,True
2382,pow wow,0.389048,True
2383,origins:  how we became human,0.389772,True
2384,i go!,0.370614,True
2385,illuminati,0.11935,False
2386,beasty bar: new beasts in town,0.134356,False
2387,joraku,0.359762,True
2388,zombie in my pocket,0.27987,False
2389,spinderella,0.276258,False
2390,pax britannica,0.35841,True
2391,metallum,0.278878,False
2392,shipwrights of the north sea,0.180678,False
2393,warmaster,0.302152,True
2394,animal upon animal: balancing bridge,0.378228,True
2395,smash up: what were we thinking?,0.185352,False
2396,the settlers of zarahemla,0.32357,True
2397,melee,0.199346,False
2398,divine right,0.308464,True
2399,legendary: big trouble in little china,0.194876,False
2400,california,0.38117,True
2401,rory's story cubes: voyages,0.33109,True
2402,kings of israel,0.379922,True
2403,perdition's mouth: abyssal rift,0.254646,False
2404,road kill rally,0.256726,False
2405,baltic gap,0.102136,False
2406,florenza: the card game,0.261776,False
2407,"warhammer 40,000 (fourth edition)",0.229132,False
2408,smarty party!,0.334674,True
2409,auf achse,0.254888,False
2410,granada,0.251388,False
2411,starfighter,0.364224,True
2412,maharani,0.10784,False
2413,time's up! academy,0.133582,False
2414,survive: space attack!,0.353222,True
2415,la bataille des quatre bras,0.216616,False
2416,men of iron,0.171898,False
2417,go cuckoo!,0.308878,True
2418,shadowfist,0.339906,True
2419,dungeon run,0.215024,False
2420,twilight imperium,0.352346,True
2421,rat-a-tat cat,0.251294,False
2422,age of mythology: the boardgame,0.234488,False
2423,order of the gilded compass,0.278848,False
2424,strife: legacy of the eternals,0.30942,True
2425,kingdom of heaven: the crusader states 1097-1291,0.323404,True
2426,dragon's hoard,0.41939,True
2427,the extraordinary adventures of baron munchausen,0.342634,True
2428,the stars are right,0.329248,True
2429,stonewall in the valley,0.304922,True
2430,rock the beat,0.12137,False
2431,australian rails,0.3378,True
2432,pathfinder adventure card game: mummy's mask ? base set,0.32099,True
2433,empires of the middle ages,0.247736,False
2434,dracula,0.311878,True
2435,star munchkin,0.09799,False
2436,maka bana,0.153106,False
2437,talisman (third edition),0.319812,True
2438,the game: extreme,0.25862,False
2439,carrier,0.168432,False
2440,zombie state: diplomacy of the dead,0.190838,False
2441,war at sea (second edition),0.254828,False
2442,vampire empire,0.268864,False
2443,alchemist,0.317544,True
2444,across 5 aprils,0.173242,False
2445,munchkin booty,0.22118,False
2446,pylos,0.224394,False
2447,imperium,0.186408,False
2448,bughouse chess,0.559714,True
2449,tally ho!,0.294536,True
2450,day and night,0.259252,False
2451,big points,0.347992,True
2452,elk fest,0.253968,False
2453,buffy the vampire slayer: the board game,0.354248,True
2454,tin goose,0.379242,True
2455,cytosis: a cell biology game,0.019316,False
2456,unspeakable words,0.274664,False
2457,game of trains,0.229796,False
2458,pokemon trading card game,0.327452,True
2459,sumeria,0.262558,False
2460,anno 1503,0.191844,False
2461,incursion,0.28072,False
2462,taluva deluxe,0.490606,True
2463,nicht die bohne!,0.253348,False
